Provinsi,NamaKab/Kota,KodeKab/Kota,Lapangan pekerjaan,Jumlah individu yang bekerja
JAWA TIMUR,BANYUWANGI,3510,Industri pengolahan,"20,024"
JAWA TIMUR,BANYUWANGI,3510,Listrik dan gas,475
JAWA TIMUR,BANYUWANGI,3510,Bangunan /konstruksi,"28,017"
JAWA TIMUR,BANYUWANGI,3510,Perdagangan,"24,382"
JAWA TIMUR,BANYUWANGI,3510,Hotel dan rumah makan,"4,462"
JAWA TIMUR,BANYUWANGI,3510,Transportasi dan pergudangan,"5,600"
JAWA TIMUR,BANYUWANGI,3510,Informasi & komunikasi,257
JAWA TIMUR,BANYUWANGI,3510,Keuangan dan asuransi,598
JAWA TIMUR,BANYUWANGI,3510,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",952
JAWA TIMUR,BANYUWANGI,3510,Pemulung,"22,618"
JAWA TIMUR,BANYUWANGI,3510,Lainnya,"6,171"
JAWA TIMUR,BONDOWOSO,3511,Pertanian tanaman padi & palawija,"91,753"
JAWA TIMUR,BONDOWOSO,3511,Hortikultura,"1,264"
JAWA TIMUR,BONDOWOSO,3511,Perkebunan,"17,304"
JAWA TIMUR,BONDOWOSO,3511,Perikanan Tangkap,250
JAWA TIMUR,BONDOWOSO,3511,Perikanan Budidaya,78
JAWA TIMUR,BONDOWOSO,3511,Peternakan,"30,069"
JAWA TIMUR,BONDOWOSO,3511,Kehutanan/ pertanian lainnya,"1,788"
JAWA TIMUR,BONDOWOSO,3511,Pertambangan /penggalian,781
JAWA TIMUR,BONDOWOSO,3511,Industri pengolahan,"20,670"
JAWA TIMUR,BONDOWOSO,3511,Listrik dan gas,159
JAWA TIMUR,BONDOWOSO,3511,Bangunan /konstruksi,"15,281"
JAWA TIMUR,BONDOWOSO,3511,Perdagangan,"14,385"
JAWA TIMUR,BONDOWOSO,3511,Hotel dan rumah makan,"1,226"
JAWA TIMUR,BONDOWOSO,3511,Transportasi dan pergudangan,"4,315"
JAWA TIMUR,BONDOWOSO,3511,Informasi & komunikasi,72
JAWA TIMUR,BONDOWOSO,3511,Keuangan dan asuransi,249
JAWA TIMUR,BONDOWOSO,3511,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",588
JAWA TIMUR,BONDOWOSO,3511,Pemulung,"11,978"
JAWA TIMUR,BONDOWOSO,3511,Lainnya,"5,464"
JAWA TIMUR,SITUBONDO,3512,Pertanian tanaman padi & palawija,"58,897"
JAWA TIMUR,SITUBONDO,3512,Hortikultura,"1,385"
JAWA TIMUR,SITUBONDO,3512,Perkebunan,"8,118"
JAWA TIMUR,SITUBONDO,3512,Perikanan Tangkap,"5,624"
JAWA TIMUR,SITUBONDO,3512,Perikanan Budidaya,434
JAWA TIMUR,SITUBONDO,3512,Peternakan,"11,754"
JAWA TIMUR,SITUBONDO,3512,Kehutanan/ pertanian lainnya,"1,885"
JAWA TIMUR,SITUBONDO,3512,Pertambangan /penggalian,820
JAWA TIMUR,SITUBONDO,3512,Industri pengolahan,"8,577"
JAWA TIMUR,SITUBONDO,3512,Listrik dan gas,206
JAWA TIMUR,SITUBONDO,3512,Bangunan /konstruksi,"8,880"
JAWA TIMUR,SITUBONDO,3512,Perdagangan,"10,617"
JAWA TIMUR,SITUBONDO,3512,Hotel dan rumah makan,"1,126"
JAWA TIMUR,SITUBONDO,3512,Transportasi dan pergudangan,"3,572"
JAWA TIMUR,SITUBONDO,3512,Informasi & komunikasi,67
JAWA TIMUR,SITUBONDO,3512,Keuangan dan asuransi,177
JAWA TIMUR,SITUBONDO,3512,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",441
JAWA TIMUR,SITUBONDO,3512,Pemulung,"11,576"
JAWA TIMUR,SITUBONDO,3512,Lainnya,"3,796"
JAWA TIMUR,PROBOLINGGO,3513,Pertanian tanaman padi & palawija,"73,998"
JAWA TIMUR,PROBOLINGGO,3513,Hortikultura,"18,019"
JAWA TIMUR,PROBOLINGGO,3513,Perkebunan,"27,047"
JAWA TIMUR,PROBOLINGGO,3513,Perikanan Tangkap,"5,375"
JAWA TIMUR,PROBOLINGGO,3513,Perikanan Budidaya,364
JAWA TIMUR,PROBOLINGGO,3513,Peternakan,"57,270"
JAWA TIMUR,PROBOLINGGO,3513,Kehutanan/ pertanian lainnya,"2,289"
JAWA TIMUR,PROBOLINGGO,3513,Pertambangan /penggalian,"1,339"
JAWA TIMUR,PROBOLINGGO,3513,Industri pengolahan,"9,729"
JAWA TIMUR,PROBOLINGGO,3513,Listrik dan gas,330
JAWA TIMUR,PROBOLINGGO,3513,Bangunan /konstruksi,"23,954"
JAWA TIMUR,PROBOLINGGO,3513,Perdagangan,"20,631"
JAWA TIMUR,PROBOLINGGO,3513,Hotel dan rumah makan,"2,954"
JAWA TIMUR,PROBOLINGGO,3513,Transportasi dan pergudangan,"6,355"
JAWA TIMUR,PROBOLINGGO,3513,Informasi & komunikasi,108
JAWA TIMUR,PROBOLINGGO,3513,Keuangan dan asuransi,303
JAWA TIMUR,PROBOLINGGO,3513,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",887
JAWA TIMUR,PROBOLINGGO,3513,Pemulung,"13,328"
JAWA TIMUR,PROBOLINGGO,3513,Lainnya,"7,256"
JAWA TIMUR,PASURUAN,3514,Pertanian tanaman padi & palawija,"73,778"
JAWA TIMUR,PASURUAN,3514,Hortikultura,"7,203"
JAWA TIMUR,PASURUAN,3514,Perkebunan,"4,656"
JAWA TIMUR,PASURUAN,3514,Perikanan Tangkap,"8,626"
JAWA TIMUR,PASURUAN,3514,Perikanan Budidaya,456
JAWA TIMUR,PASURUAN,3514,Peternakan,"14,571"
JAWA TIMUR,PASURUAN,3514,Kehutanan/ pertanian lainnya,"2,389"
JAWA TIMUR,PASURUAN,3514,Pertambangan /penggalian,"1,044"
JAWA TIMUR,PASURUAN,3514,Industri pengolahan,"37,436"
JAWA TIMUR,PASURUAN,3514,Listrik dan gas,375
JAWA TIMUR,PASURUAN,3514,Bangunan /konstruksi,"37,558"
JAWA TIMUR,PASURUAN,3514,Perdagangan,"17,957"
JAWA TIMUR,PASURUAN,3514,Hotel dan rumah makan,"2,307"
JAWA TIMUR,PASURUAN,3514,Transportasi dan pergudangan,"5,952"
JAWA TIMUR,PASURUAN,3514,Informasi & komunikasi,128
JAWA TIMUR,PASURUAN,3514,Keuangan dan asuransi,269
JAWA TIMUR,PASURUAN,3514,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan","1,227"
JAWA TIMUR,PASURUAN,3514,Pemulung,"14,497"
JAWA TIMUR,PASURUAN,3514,Lainnya,"26,126"
JAWA TIMUR,SIDOARJO,3515,Pertanian tanaman padi & palawija,"15,597"
JAWA TIMUR,SIDOARJO,3515,Hortikultura,201
JAWA TIMUR,SIDOARJO,3515,Perkebunan,242
JAWA TIMUR,SIDOARJO,3515,Perikanan Tangkap,"1,972"
JAWA TIMUR,SIDOARJO,3515,Perikanan Budidaya,966
JAWA TIMUR,SIDOARJO,3515,Peternakan,685
JAWA TIMUR,SIDOARJO,3515,Kehutanan/ pertanian lainnya,222
JAWA TIMUR,SIDOARJO,3515,Pertambangan /penggalian,257
JAWA TIMUR,SIDOARJO,3515,Industri pengolahan,"54,571"
JAWA TIMUR,SIDOARJO,3515,Listrik dan gas,360
JAWA TIMUR,SIDOARJO,3515,Bangunan /konstruksi,"18,436"
JAWA TIMUR,SIDOARJO,3515,Perdagangan,"20,770"
JAWA TIMUR,SIDOARJO,3515,Hotel dan rumah makan,"2,147"
JAWA TIMUR,SIDOARJO,3515,Transportasi dan pergudangan,"6,362"
JAWA TIMUR,SIDOARJO,3515,Informasi & komunikasi,185
JAWA TIMUR,SIDOARJO,3515,Keuangan dan asuransi,198
JAWA TIMUR,SIDOARJO,3515,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",918
JAWA TIMUR,SIDOARJO,3515,Pemulung,"18,629"
JAWA TIMUR,SIDOARJO,3515,Lainnya,"13,927"
JAWA TIMUR,MOJOKERTO,3516,Pertanian tanaman padi & palawija,"34,264"
JAWA TIMUR,MOJOKERTO,3516,Hortikultura,679
JAWA TIMUR,MOJOKERTO,3516,Perkebunan,"1,246"
JAWA TIMUR,MOJOKERTO,3516,Perikanan Tangkap,161
JAWA TIMUR,MOJOKERTO,3516,Perikanan Budidaya,41
JAWA TIMUR,MOJOKERTO,3516,Peternakan,"1,948"
JAWA TIMUR,MOJOKERTO,3516,Kehutanan/ pertanian lainnya,344
JAWA TIMUR,MOJOKERTO,3516,Pertambangan /penggalian,"2,184"
JAWA TIMUR,MOJOKERTO,3516,Industri pengolahan,"25,917"
JAWA TIMUR,MOJOKERTO,3516,Listrik dan gas,246
JAWA TIMUR,MOJOKERTO,3516,Bangunan /konstruksi,"13,456"
JAWA TIMUR,MOJOKERTO,3516,Perdagangan,"9,478"
JAWA TIMUR,MOJOKERTO,3516,Hotel dan rumah makan,"4,779"
JAWA TIMUR,MOJOKERTO,3516,Transportasi dan pergudangan,"4,187"
JAWA TIMUR,MOJOKERTO,3516,Informasi & komunikasi,94
JAWA TIMUR,MOJOKERTO,3516,Keuangan dan asuransi,179
JAWA TIMUR,MOJOKERTO,3516,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",352
JAWA TIMUR,MOJOKERTO,3516,Pemulung,"11,831"
JAWA TIMUR,MOJOKERTO,3516,Lainnya,"3,757"
JAWA TIMUR,JOMBANG,3517,Pertanian tanaman padi & palawija,"62,883"
JAWA TIMUR,JOMBANG,3517,Hortikultura,"2,203"
JAWA TIMUR,JOMBANG,3517,Perkebunan,"12,683"
JAWA TIMUR,JOMBANG,3517,Perikanan Tangkap,248
JAWA TIMUR,JOMBANG,3517,Perikanan Budidaya,218
JAWA TIMUR,JOMBANG,3517,Peternakan,"7,096"
JAWA TIMUR,JOMBANG,3517,Kehutanan/ pertanian lainnya,"1,136"
JAWA TIMUR,JOMBANG,3517,Pertambangan /penggalian,622
JAWA TIMUR,JOMBANG,3517,Industri pengolahan,"28,339"
JAWA TIMUR,JOMBANG,3517,Listrik dan gas,490
JAWA TIMUR,JOMBANG,3517,Bangunan /konstruksi,"25,885"
JAWA TIMUR,JOMBANG,3517,Perdagangan,"24,203"
JAWA TIMUR,JOMBANG,3517,Hotel dan rumah makan,"8,061"
JAWA TIMUR,JOMBANG,3517,Transportasi dan pergudangan,"6,776"
JAWA TIMUR,JOMBANG,3517,Informasi & komunikasi,172
JAWA TIMUR,JOMBANG,3517,Keuangan dan asuransi,329
JAWA TIMUR,JOMBANG,3517,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",702
JAWA TIMUR,JOMBANG,3517,Pemulung,"16,310"
JAWA TIMUR,JOMBANG,3517,Lainnya,"6,750"
JAWA TIMUR,NGANJUK,3518,Pertanian tanaman padi & palawija,"87,410"
JAWA TIMUR,NGANJUK,3518,Hortikultura,"14,216"
JAWA TIMUR,NGANJUK,3518,Perkebunan,"2,565"
JAWA TIMUR,NGANJUK,3518,Perikanan Tangkap,315
JAWA TIMUR,NGANJUK,3518,Perikanan Budidaya,86
JAWA TIMUR,NGANJUK,3518,Peternakan,"6,197"
JAWA TIMUR,NGANJUK,3518,Kehutanan/ pertanian lainnya,"3,103"
JAWA TIMUR,NGANJUK,3518,Pertambangan /penggalian,771
JAWA TIMUR,NGANJUK,3518,Industri pengolahan,"12,001"
JAWA TIMUR,NGANJUK,3518,Listrik dan gas,297
JAWA TIMUR,NGANJUK,3518,Bangunan /konstruksi,"18,768"
JAWA TIMUR,NGANJUK,3518,Perdagangan,"19,561"
JAWA TIMUR,NGANJUK,3518,Hotel dan rumah makan,"5,399"
JAWA TIMUR,NGANJUK,3518,Transportasi dan pergudangan,"4,134"
JAWA TIMUR,NGANJUK,3518,Informasi & komunikasi,156
JAWA TIMUR,NGANJUK,3518,Keuangan dan asuransi,347
JAWA TIMUR,NGANJUK,3518,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",575
JAWA TIMUR,NGANJUK,3518,Pemulung,"13,110"
JAWA TIMUR,NGANJUK,3518,Lainnya,"11,026"
JAWA TIMUR,MADIUN,3519,Pertanian tanaman padi & palawija,"42,011"
JAWA TIMUR,MADIUN,3519,Hortikultura,480
JAWA TIMUR,MADIUN,3519,Perkebunan,"2,823"
JAWA TIMUR,MADIUN,3519,Perikanan Tangkap,94
JAWA TIMUR,MADIUN,3519,Perikanan Budidaya,25
JAWA TIMUR,MADIUN,3519,Peternakan,"8,980"
JAWA TIMUR,MADIUN,3519,Kehutanan/ pertanian lainnya,"2,493"
JAWA TIMUR,MADIUN,3519,Pertambangan /penggalian,419
JAWA TIMUR,MADIUN,3519,Industri pengolahan,"3,460"
JAWA TIMUR,MADIUN,3519,Listrik dan gas,113
JAWA TIMUR,MADIUN,3519,Bangunan /konstruksi,"9,792"
JAWA TIMUR,MADIUN,3519,Perdagangan,"7,118"
JAWA TIMUR,MADIUN,3519,Hotel dan rumah makan,"2,300"
JAWA TIMUR,MADIUN,3519,Transportasi dan pergudangan,"1,216"
JAWA TIMUR,MADIUN,3519,Informasi & komunikasi,51
JAWA TIMUR,MADIUN,3519,Keuangan dan asuransi,91
JAWA TIMUR,MADIUN,3519,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",131
JAWA TIMUR,MADIUN,3519,Pemulung,"7,171"
JAWA TIMUR,MADIUN,3519,Lainnya,"1,068"
JAWA TIMUR,MAGETAN,3520,Pertanian tanaman padi & palawija,"46,046"
JAWA TIMUR,MAGETAN,3520,Hortikultura,"3,098"
JAWA TIMUR,MAGETAN,3520,Perkebunan,"1,512"
JAWA TIMUR,MAGETAN,3520,Perikanan Tangkap,67
JAWA TIMUR,MAGETAN,3520,Perikanan Budidaya,55
JAWA TIMUR,MAGETAN,3520,Peternakan,"6,166"
JAWA TIMUR,MAGETAN,3520,Kehutanan/ pertanian lainnya,276
JAWA TIMUR,MAGETAN,3520,Pertambangan /penggalian,356
JAWA TIMUR,MAGETAN,3520,Industri pengolahan,"12,672"
JAWA TIMUR,MAGETAN,3520,Listrik dan gas,134
JAWA TIMUR,MAGETAN,3520,Bangunan /konstruksi,"9,334"
JAWA TIMUR,MAGETAN,3520,Perdagangan,"8,335"
JAWA TIMUR,MAGETAN,3520,Hotel dan rumah makan,"3,334"
JAWA TIMUR,MAGETAN,3520,Transportasi dan pergudangan,"1,456"
JAWA TIMUR,MAGETAN,3520,Informasi & komunikasi,81
JAWA TIMUR,MAGETAN,3520,Keuangan dan asuransi,193
JAWA TIMUR,MAGETAN,3520,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",269
JAWA TIMUR,MAGETAN,3520,Pemulung,"8,363"
JAWA TIMUR,MAGETAN,3520,Lainnya,"1,128"
JAWA TIMUR,NGAWI,3521,Pertanian tanaman padi & palawija,"106,739"
JAWA TIMUR,NGAWI,3521,Hortikultura,417
JAWA TIMUR,NGAWI,3521,Perkebunan,"2,388"
JAWA TIMUR,NGAWI,3521,Perikanan Tangkap,186
JAWA TIMUR,NGAWI,3521,Perikanan Budidaya,98
JAWA TIMUR,NGAWI,3521,Peternakan,"9,593"
JAWA TIMUR,NGAWI,3521,Kehutanan/ pertanian lainnya,"1,568"
JAWA TIMUR,NGAWI,3521,Pertambangan /penggalian,"2,139"
JAWA TIMUR,NGAWI,3521,Industri pengolahan,"7,708"
JAWA TIMUR,NGAWI,3521,Listrik dan gas,217
JAWA TIMUR,NGAWI,3521,Bangunan /konstruksi,"11,742"
JAWA TIMUR,NGAWI,3521,Perdagangan,"10,507"
JAWA TIMUR,NGAWI,3521,Hotel dan rumah makan,"4,236"
JAWA TIMUR,NGAWI,3521,Transportasi dan pergudangan,"2,114"
JAWA TIMUR,NGAWI,3521,Informasi & komunikasi,124
JAWA TIMUR,NGAWI,3521,Keuangan dan asuransi,264
JAWA TIMUR,NGAWI,3521,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",413
JAWA TIMUR,NGAWI,3521,Pemulung,"12,631"
JAWA TIMUR,NGAWI,3521,Lainnya,"7,231"
JAWA TIMUR,BOJONEGORO,3522,Pertanian tanaman padi & palawija,"148,011"
JAWA TIMUR,BOJONEGORO,3522,Hortikultura,"2,070"
JAWA TIMUR,BOJONEGORO,3522,Perkebunan,"4,606"
JAWA TIMUR,BOJONEGORO,3522,Perikanan Tangkap,482
JAWA TIMUR,BOJONEGORO,3522,Perikanan Budidaya,78
JAWA TIMUR,BOJONEGORO,3522,Peternakan,"8,118"
JAWA TIMUR,BOJONEGORO,3522,Kehutanan/ pertanian lainnya,"1,354"
JAWA TIMUR,BOJONEGORO,3522,Pertambangan /penggalian,"2,089"
JAWA TIMUR,BOJONEGORO,3522,Industri pengolahan,"10,176"
JAWA TIMUR,BOJONEGORO,3522,Listrik dan gas,334
JAWA TIMUR,BOJONEGORO,3522,Bangunan /konstruksi,"23,028"
JAWA TIMUR,BOJONEGORO,3522,Perdagangan,"16,705"
JAWA TIMUR,BOJONEGORO,3522,Hotel dan rumah makan,"3,364"
JAWA TIMUR,BOJONEGORO,3522,Transportasi dan pergudangan,"4,235"
JAWA TIMUR,BOJONEGORO,3522,Informasi & komunikasi,121
JAWA TIMUR,BOJONEGORO,3522,Keuangan dan asuransi,249
JAWA TIMUR,BOJONEGORO,3522,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",485
JAWA TIMUR,BOJONEGORO,3522,Pemulung,"14,978"
JAWA TIMUR,BOJONEGORO,3522,Lainnya,"10,707"
JAWA TIMUR,TUBAN,3523,Pertanian tanaman padi & palawija,"80,218"
JAWA TIMUR,TUBAN,3523,Hortikultura,549
JAWA TIMUR,TUBAN,3523,Perkebunan,"1,083"
JAWA TIMUR,TUBAN,3523,Perikanan Tangkap,"6,285"
JAWA TIMUR,TUBAN,3523,Perikanan Budidaya,465
JAWA TIMUR,TUBAN,3523,Peternakan,"10,674"
JAWA TIMUR,TUBAN,3523,Kehutanan/ pertanian lainnya,"2,137"
JAWA TIMUR,TUBAN,3523,Pertambangan /penggalian,"3,689"
JAWA TIMUR,TUBAN,3523,Industri pengolahan,"10,364"
JAWA TIMUR,TUBAN,3523,Listrik dan gas,302
JAWA TIMUR,TUBAN,3523,Bangunan /konstruksi,"20,495"
JAWA TIMUR,TUBAN,3523,Perdagangan,"15,291"
JAWA TIMUR,TUBAN,3523,Hotel dan rumah makan,"3,941"
JAWA TIMUR,TUBAN,3523,Transportasi dan pergudangan,"6,171"
JAWA TIMUR,TUBAN,3523,Informasi & komunikasi,117
JAWA TIMUR,TUBAN,3523,Keuangan dan asuransi,264
JAWA TIMUR,TUBAN,3523,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",451
JAWA TIMUR,TUBAN,3523,Pemulung,"13,631"
JAWA TIMUR,TUBAN,3523,Lainnya,"8,306"
JAWA TIMUR,LAMONGAN,3524,Pertanian tanaman padi & palawija,"108,075"
JAWA TIMUR,LAMONGAN,3524,Hortikultura,419
JAWA TIMUR,LAMONGAN,3524,Perkebunan,"2,411"
JAWA TIMUR,LAMONGAN,3524,Perikanan Tangkap,"4,021"
JAWA TIMUR,LAMONGAN,3524,Perikanan Budidaya,"1,205"
JAWA TIMUR,LAMONGAN,3524,Peternakan,"2,304"
JAWA TIMUR,LAMONGAN,3524,Kehutanan/ pertanian lainnya,337
JAWA TIMUR,LAMONGAN,3524,Pertambangan /penggalian,155
JAWA TIMUR,LAMONGAN,3524,Industri pengolahan,"12,130"
JAWA TIMUR,LAMONGAN,3524,Listrik dan gas,231
JAWA TIMUR,LAMONGAN,3524,Bangunan /konstruksi,"14,328"
JAWA TIMUR,LAMONGAN,3524,Perdagangan,"14,233"
JAWA TIMUR,LAMONGAN,3524,Hotel dan rumah makan,"6,220"
JAWA TIMUR,LAMONGAN,3524,Transportasi dan pergudangan,"4,456"
JAWA TIMUR,LAMONGAN,3524,Informasi & komunikasi,71
JAWA TIMUR,LAMONGAN,3524,Keuangan dan asuransi,225
JAWA TIMUR,LAMONGAN,3524,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",614
JAWA TIMUR,LAMONGAN,3524,Pemulung,"15,132"
JAWA TIMUR,LAMONGAN,3524,Lainnya,"8,556"
JAWA TIMUR,GRESIK,3525,Pertanian tanaman padi & palawija,"35,725"
JAWA TIMUR,GRESIK,3525,Hortikultura,318
JAWA TIMUR,GRESIK,3525,Perkebunan,268
JAWA TIMUR,GRESIK,3525,Perikanan Tangkap,"4,973"
JAWA TIMUR,GRESIK,3525,Perikanan Budidaya,"2,757"
JAWA TIMUR,GRESIK,3525,Peternakan,"1,601"
JAWA TIMUR,GRESIK,3525,Kehutanan/ pertanian lainnya,347
JAWA TIMUR,GRESIK,3525,Pertambangan /penggalian,696
JAWA TIMUR,GRESIK,3525,Industri pengolahan,"38,972"
JAWA TIMUR,GRESIK,3525,Listrik dan gas,267
JAWA TIMUR,GRESIK,3525,Bangunan /konstruksi,"18,982"
JAWA TIMUR,GRESIK,3525,Perdagangan,"12,208"
JAWA TIMUR,GRESIK,3525,Hotel dan rumah makan,"5,054"
JAWA TIMUR,GRESIK,3525,Transportasi dan pergudangan,"3,980"
JAWA TIMUR,GRESIK,3525,Informasi & komunikasi,170
JAWA TIMUR,GRESIK,3525,Keuangan dan asuransi,206
JAWA TIMUR,GRESIK,3525,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan","1,780"
JAWA TIMUR,GRESIK,3525,Pemulung,"10,621"
JAWA TIMUR,GRESIK,3525,Lainnya,"5,894"
JAWA TIMUR,BANGKALAN,3526,Pertanian tanaman padi & palawija,"175,206"
JAWA TIMUR,BANGKALAN,3526,Hortikultura,903
JAWA TIMUR,BANGKALAN,3526,Perkebunan,"1,678"
JAWA TIMUR,BANGKALAN,3526,Perikanan Tangkap,"4,349"
JAWA TIMUR,BANGKALAN,3526,Perikanan Budidaya,84
JAWA TIMUR,BANGKALAN,3526,Peternakan,"24,999"
JAWA TIMUR,BANGKALAN,3526,Kehutanan/ pertanian lainnya,149
JAWA TIMUR,BANGKALAN,3526,Pertambangan /penggalian,950
JAWA TIMUR,BANGKALAN,3526,Industri pengolahan,"4,533"
JAWA TIMUR,BANGKALAN,3526,Listrik dan gas,96
JAWA TIMUR,BANGKALAN,3526,Bangunan /konstruksi,"9,460"
JAWA TIMUR,BANGKALAN,3526,Perdagangan,"12,448"
JAWA TIMUR,BANGKALAN,3526,Hotel dan rumah makan,401
JAWA TIMUR,BANGKALAN,3526,Transportasi dan pergudangan,"2,820"
JAWA TIMUR,BANGKALAN,3526,Informasi & komunikasi,49
JAWA TIMUR,BANGKALAN,3526,Keuangan dan asuransi,33
JAWA TIMUR,BANGKALAN,3526,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",600
JAWA TIMUR,BANGKALAN,3526,Pemulung,"6,823"
JAWA TIMUR,BANGKALAN,3526,Lainnya,"4,687"
JAWA TIMUR,SAMPANG,3527,Pertanian tanaman padi & palawija,"141,175"
JAWA TIMUR,SAMPANG,3527,Hortikultura,"10,067"
JAWA TIMUR,SAMPANG,3527,Perkebunan,"61,736"
JAWA TIMUR,SAMPANG,3527,Perikanan Tangkap,"5,742"
JAWA TIMUR,SAMPANG,3527,Perikanan Budidaya,56
JAWA TIMUR,SAMPANG,3527,Peternakan,"45,375"
JAWA TIMUR,SAMPANG,3527,Kehutanan/ pertanian lainnya,216
JAWA TIMUR,SAMPANG,3527,Pertambangan /penggalian,"1,935"
JAWA TIMUR,SAMPANG,3527,Industri pengolahan,"4,544"
JAWA TIMUR,SAMPANG,3527,Listrik dan gas,49
JAWA TIMUR,SAMPANG,3527,Bangunan /konstruksi,"7,034"
JAWA TIMUR,SAMPANG,3527,Perdagangan,"4,905"
JAWA TIMUR,SAMPANG,3527,Hotel dan rumah makan,853
JAWA TIMUR,SAMPANG,3527,Transportasi dan pergudangan,"2,305"
JAWA TIMUR,SAMPANG,3527,Informasi & komunikasi,10
JAWA TIMUR,SAMPANG,3527,Keuangan dan asuransi,19
JAWA TIMUR,SAMPANG,3527,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",474
JAWA TIMUR,SAMPANG,3527,Pemulung,"2,559"
JAWA TIMUR,SAMPANG,3527,Lainnya,"1,074"
JAWA TIMUR,PAMEKASAN,3528,Pertanian tanaman padi & palawija,"30,477"
JAWA TIMUR,PAMEKASAN,3528,Hortikultura,"12,611"
JAWA TIMUR,PAMEKASAN,3528,Perkebunan,"142,825"
JAWA TIMUR,PAMEKASAN,3528,Perikanan Tangkap,"4,814"
JAWA TIMUR,PAMEKASAN,3528,Perikanan Budidaya,113
JAWA TIMUR,PAMEKASAN,3528,Peternakan,"11,025"
JAWA TIMUR,PAMEKASAN,3528,Kehutanan/ pertanian lainnya,466
JAWA TIMUR,PAMEKASAN,3528,Pertambangan /penggalian,"2,047"
JAWA TIMUR,PAMEKASAN,3528,Industri pengolahan,"6,035"
JAWA TIMUR,PAMEKASAN,3528,Listrik dan gas,138
JAWA TIMUR,PAMEKASAN,3528,Bangunan /konstruksi,"6,895"
JAWA TIMUR,PAMEKASAN,3528,Perdagangan,"6,856"
JAWA TIMUR,PAMEKASAN,3528,Hotel dan rumah makan,"1,235"
JAWA TIMUR,PAMEKASAN,3528,Transportasi dan pergudangan,"3,816"
JAWA TIMUR,PAMEKASAN,3528,Informasi & komunikasi,55
JAWA TIMUR,PAMEKASAN,3528,Keuangan dan asuransi,78
JAWA TIMUR,PAMEKASAN,3528,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",904
JAWA TIMUR,PAMEKASAN,3528,Pemulung,"5,011"
JAWA TIMUR,PAMEKASAN,3528,Lainnya,"1,906"
JAWA TIMUR,SUMENEP,3529,Pertanian tanaman padi & palawija,"112,431"
JAWA TIMUR,SUMENEP,3529,Hortikultura,"10,669"
JAWA TIMUR,SUMENEP,3529,Perkebunan,"63,983"
JAWA TIMUR,SUMENEP,3529,Perikanan Tangkap,"17,262"
JAWA TIMUR,SUMENEP,3529,Perikanan Budidaya,"1,776"
JAWA TIMUR,SUMENEP,3529,Peternakan,"46,862"
JAWA TIMUR,SUMENEP,3529,Kehutanan/ pertanian lainnya,935
JAWA TIMUR,SUMENEP,3529,Pertambangan /penggalian,"2,469"
JAWA TIMUR,SUMENEP,3529,Industri pengolahan,"10,785"
JAWA TIMUR,SUMENEP,3529,Listrik dan gas,142
JAWA TIMUR,SUMENEP,3529,Bangunan /konstruksi,"10,610"
JAWA TIMUR,SUMENEP,3529,Perdagangan,"10,981"
JAWA TIMUR,SUMENEP,3529,Hotel dan rumah makan,808
JAWA TIMUR,SUMENEP,3529,Transportasi dan pergudangan,"2,727"
JAWA TIMUR,SUMENEP,3529,Informasi & komunikasi,63
JAWA TIMUR,SUMENEP,3529,Keuangan dan asuransi,79
JAWA TIMUR,SUMENEP,3529,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan","1,439"
JAWA TIMUR,SUMENEP,3529,Pemulung,"8,005"
JAWA TIMUR,SUMENEP,3529,Lainnya,"5,880"
JAWA TIMUR,KOTA KEDIRI,3571,Pertanian tanaman padi & palawija,"1,222"
JAWA TIMUR,KOTA KEDIRI,3571,Hortikultura,41
JAWA TIMUR,KOTA KEDIRI,3571,Perkebunan,242
