Provinsi,NamaKab/Kota,KodeKab/Kota,Lapangan pekerjaan,Jumlah kepala rumah tangga yang bekerja
NUSA TENGGARA BARAT,SUMBAWA,5204,Bangunan /konstruksi,"1,292"
NUSA TENGGARA BARAT,SUMBAWA,5204,Perdagangan,"1,289"
NUSA TENGGARA BARAT,SUMBAWA,5204,Hotel dan rumah makan,64
NUSA TENGGARA BARAT,SUMBAWA,5204,Transportasi dan pergudangan,"1,517"
NUSA TENGGARA BARAT,SUMBAWA,5204,Informasi & komunikasi,19
NUSA TENGGARA BARAT,SUMBAWA,5204,Keuangan dan asuransi,18
NUSA TENGGARA BARAT,SUMBAWA,5204,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",75
NUSA TENGGARA BARAT,SUMBAWA,5204,Pemulung,"1,061"
NUSA TENGGARA BARAT,SUMBAWA,5204,Lainnya,429
NUSA TENGGARA BARAT,DOMPU,5205,Pertanian tanaman padi & palawija,"13,094"
NUSA TENGGARA BARAT,DOMPU,5205,Hortikultura,253
NUSA TENGGARA BARAT,DOMPU,5205,Perkebunan,"2,595"
NUSA TENGGARA BARAT,DOMPU,5205,Perikanan Tangkap,"1,370"
NUSA TENGGARA BARAT,DOMPU,5205,Perikanan Budidaya,133
NUSA TENGGARA BARAT,DOMPU,5205,Peternakan,619
NUSA TENGGARA BARAT,DOMPU,5205,Kehutanan/ pertanian lainnya,480
NUSA TENGGARA BARAT,DOMPU,5205,Pertambangan /penggalian,118
NUSA TENGGARA BARAT,DOMPU,5205,Industri pengolahan,515
NUSA TENGGARA BARAT,DOMPU,5205,Listrik dan gas,21
NUSA TENGGARA BARAT,DOMPU,5205,Bangunan /konstruksi,"1,360"
NUSA TENGGARA BARAT,DOMPU,5205,Perdagangan,"1,106"
NUSA TENGGARA BARAT,DOMPU,5205,Hotel dan rumah makan,137
NUSA TENGGARA BARAT,DOMPU,5205,Transportasi dan pergudangan,"1,645"
NUSA TENGGARA BARAT,DOMPU,5205,Informasi & komunikasi,8
NUSA TENGGARA BARAT,DOMPU,5205,Keuangan dan asuransi,35
NUSA TENGGARA BARAT,DOMPU,5205,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",146
NUSA TENGGARA BARAT,DOMPU,5205,Pemulung,"1,191"
NUSA TENGGARA BARAT,DOMPU,5205,Lainnya,105
NUSA TENGGARA BARAT,BIMA,5206,Pertanian tanaman padi & palawija,"25,891"
NUSA TENGGARA BARAT,BIMA,5206,Hortikultura,"6,196"
NUSA TENGGARA BARAT,BIMA,5206,Perkebunan,685
NUSA TENGGARA BARAT,BIMA,5206,Perikanan Tangkap,"3,105"
NUSA TENGGARA BARAT,BIMA,5206,Perikanan Budidaya,347
NUSA TENGGARA BARAT,BIMA,5206,Peternakan,765
NUSA TENGGARA BARAT,BIMA,5206,Kehutanan/ pertanian lainnya,759
NUSA TENGGARA BARAT,BIMA,5206,Pertambangan /penggalian,570
NUSA TENGGARA BARAT,BIMA,5206,Industri pengolahan,"1,418"
NUSA TENGGARA BARAT,BIMA,5206,Listrik dan gas,33
NUSA TENGGARA BARAT,BIMA,5206,Bangunan /konstruksi,"1,333"
NUSA TENGGARA BARAT,BIMA,5206,Perdagangan,"2,059"
NUSA TENGGARA BARAT,BIMA,5206,Hotel dan rumah makan,55
NUSA TENGGARA BARAT,BIMA,5206,Transportasi dan pergudangan,"2,604"
NUSA TENGGARA BARAT,BIMA,5206,Informasi & komunikasi,21
NUSA TENGGARA BARAT,BIMA,5206,Keuangan dan asuransi,54
NUSA TENGGARA BARAT,BIMA,5206,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",279
NUSA TENGGARA BARAT,BIMA,5206,Pemulung,"1,220"
NUSA TENGGARA BARAT,BIMA,5206,Lainnya,308
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Pertanian tanaman padi & palawija,"4,558"
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Hortikultura,104
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Perkebunan,229
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Perikanan Tangkap,632
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Perikanan Budidaya,186
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Peternakan,809
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Kehutanan/ pertanian lainnya,309
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Pertambangan /penggalian,"1,189"
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Industri pengolahan,360
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Listrik dan gas,36
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Bangunan /konstruksi,723
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Perdagangan,733
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Hotel dan rumah makan,74
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Transportasi dan pergudangan,639
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Informasi & komunikasi,15
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Keuangan dan asuransi,23
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",115
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Pemulung,681
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Lainnya,115
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Pertanian tanaman padi & palawija,"7,549"
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Hortikultura,109
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Perkebunan,"7,044"
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Perikanan Tangkap,659
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Perikanan Budidaya,18
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Peternakan,"3,414"
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Kehutanan/ pertanian lainnya,195
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Pertambangan /penggalian,328
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Industri pengolahan,589
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Listrik dan gas,34
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Bangunan /konstruksi,"3,114"
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Perdagangan,"1,284"
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Hotel dan rumah makan,382
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Transportasi dan pergudangan,985
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Informasi & komunikasi,18
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Keuangan dan asuransi,62
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",202
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Pemulung,"1,515"
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Lainnya,"2,227"
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Pertanian tanaman padi & palawija,"1,020"
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Hortikultura,61
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Perkebunan,53
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Perikanan Tangkap,882
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Perikanan Budidaya,27
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Peternakan,144
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Kehutanan/ pertanian lainnya,82
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Pertambangan /penggalian,44
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Industri pengolahan,"1,316"
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Listrik dan gas,145
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Bangunan /konstruksi,"5,647"
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Perdagangan,"4,763"
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Hotel dan rumah makan,990
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Transportasi dan pergudangan,"2,926"
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Informasi & komunikasi,44
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Keuangan dan asuransi,120
NUSA TENGGARA BARAT,KOTA MATARAM,5271,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",187
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Pemulung,"7,936"
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Lainnya,743
NUSA TENGGARA BARAT,KOTA BIMA,5272,Pertanian tanaman padi & palawija,"2,052"
NUSA TENGGARA BARAT,KOTA BIMA,5272,Hortikultura,107
NUSA TENGGARA BARAT,KOTA BIMA,5272,Perkebunan,34
NUSA TENGGARA BARAT,KOTA BIMA,5272,Perikanan Tangkap,675
NUSA TENGGARA BARAT,KOTA BIMA,5272,Perikanan Budidaya,8
NUSA TENGGARA BARAT,KOTA BIMA,5272,Peternakan,274
NUSA TENGGARA BARAT,KOTA BIMA,5272,Kehutanan/ pertanian lainnya,102
NUSA TENGGARA BARAT,KOTA BIMA,5272,Pertambangan /penggalian,273
NUSA TENGGARA BARAT,KOTA BIMA,5272,Industri pengolahan,887
NUSA TENGGARA BARAT,KOTA BIMA,5272,Listrik dan gas,38
NUSA TENGGARA BARAT,KOTA BIMA,5272,Bangunan /konstruksi,"1,580"
NUSA TENGGARA BARAT,KOTA BIMA,5272,Perdagangan,"1,239"
NUSA TENGGARA BARAT,KOTA BIMA,5272,Hotel dan rumah makan,35
NUSA TENGGARA BARAT,KOTA BIMA,5272,Transportasi dan pergudangan,"2,344"
NUSA TENGGARA BARAT,KOTA BIMA,5272,Informasi & komunikasi,26
NUSA TENGGARA BARAT,KOTA BIMA,5272,Keuangan dan asuransi,51
NUSA TENGGARA BARAT,KOTA BIMA,5272,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",139
NUSA TENGGARA BARAT,KOTA BIMA,5272,Pemulung,"1,635"
NUSA TENGGARA BARAT,KOTA BIMA,5272,Lainnya,37
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Pertanian tanaman padi & palawija,"10,216"
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Hortikultura,"1,353"
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Perkebunan,118
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Perikanan Tangkap,80
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Perikanan Budidaya,5
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Peternakan,9
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Kehutanan/ pertanian lainnya,10
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Pertambangan /penggalian,272
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Industri pengolahan,178
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Listrik dan gas,20
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Bangunan /konstruksi,210
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Perdagangan,192
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Hotel dan rumah makan,64
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Transportasi dan pergudangan,284
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Informasi & komunikasi,1
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Keuangan dan asuransi,1
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",123
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Pemulung,323
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Lainnya,49
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Pertanian tanaman padi & palawija,"18,090"
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Hortikultura,"1,128"
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Perkebunan,408
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Perikanan Tangkap,754
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Perikanan Budidaya,535
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Peternakan,163
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Kehutanan/ pertanian lainnya,21
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Pertambangan /penggalian,247
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Industri pengolahan,563
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Listrik dan gas,6
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Bangunan /konstruksi,317
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Perdagangan,304
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Hotel dan rumah makan,4
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Transportasi dan pergudangan,261
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Informasi & komunikasi,0
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Keuangan dan asuransi,3
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",21
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Pemulung,258
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Lainnya,68
NUSA TENGGARA TIMUR,KUPANG,5303,Pertanian tanaman padi & palawija,"21,567"
NUSA TENGGARA TIMUR,KUPANG,5303,Hortikultura,"2,233"
NUSA TENGGARA TIMUR,KUPANG,5303,Perkebunan,902
NUSA TENGGARA TIMUR,KUPANG,5303,Perikanan Tangkap,401
NUSA TENGGARA TIMUR,KUPANG,5303,Perikanan Budidaya,839
NUSA TENGGARA TIMUR,KUPANG,5303,Peternakan,"1,674"
NUSA TENGGARA TIMUR,KUPANG,5303,Kehutanan/ pertanian lainnya,349
NUSA TENGGARA TIMUR,KUPANG,5303,Pertambangan /penggalian,308
NUSA TENGGARA TIMUR,KUPANG,5303,Industri pengolahan,576
NUSA TENGGARA TIMUR,KUPANG,5303,Listrik dan gas,16
NUSA TENGGARA TIMUR,KUPANG,5303,Bangunan /konstruksi,876
NUSA TENGGARA TIMUR,KUPANG,5303,Perdagangan,681
NUSA TENGGARA TIMUR,KUPANG,5303,Hotel dan rumah makan,7
NUSA TENGGARA TIMUR,KUPANG,5303,Transportasi dan pergudangan,657
NUSA TENGGARA TIMUR,KUPANG,5303,Informasi & komunikasi,7
NUSA TENGGARA TIMUR,KUPANG,5303,Keuangan dan asuransi,9
NUSA TENGGARA TIMUR,KUPANG,5303,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",101
NUSA TENGGARA TIMUR,KUPANG,5303,Pemulung,462
NUSA TENGGARA TIMUR,KUPANG,5303,Lainnya,133
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Pertanian tanaman padi & palawija,"57,927"
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Hortikultura,"3,560"
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Perkebunan,"1,011"
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Perikanan Tangkap,85
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Perikanan Budidaya,7
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Peternakan,"1,477"
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Kehutanan/ pertanian lainnya,112
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Pertambangan /penggalian,652
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Industri pengolahan,363
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Listrik dan gas,19
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Bangunan /konstruksi,784
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Perdagangan,534
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Hotel dan rumah makan,3
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Transportasi dan pergudangan,861
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Informasi & komunikasi,1
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Keuangan dan asuransi,7
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",172
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Pemulung,413
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Lainnya,95
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Pertanian tanaman padi & palawija,"25,351"
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Hortikultura,614
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Perkebunan,40
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Perikanan Tangkap,122
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Perikanan Budidaya,10
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Peternakan,64
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Kehutanan/ pertanian lainnya,41
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Pertambangan /penggalian,81
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Industri pengolahan,361
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Listrik dan gas,14
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Bangunan /konstruksi,"1,218"
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Perdagangan,380
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Hotel dan rumah makan,5
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Transportasi dan pergudangan,736
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Informasi & komunikasi,0
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Keuangan dan asuransi,2
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",46
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Pemulung,316
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Lainnya,13
NUSA TENGGARA TIMUR,BELU,5306,Pertanian tanaman padi & palawija,"12,095"
NUSA TENGGARA TIMUR,BELU,5306,Hortikultura,"1,877"
NUSA TENGGARA TIMUR,BELU,5306,Perkebunan,628
NUSA TENGGARA TIMUR,BELU,5306,Perikanan Tangkap,241
NUSA TENGGARA TIMUR,BELU,5306,Perikanan Budidaya,7
NUSA TENGGARA TIMUR,BELU,5306,Peternakan,137
NUSA TENGGARA TIMUR,BELU,5306,Kehutanan/ pertanian lainnya,62
NUSA TENGGARA TIMUR,BELU,5306,Pertambangan /penggalian,200
NUSA TENGGARA TIMUR,BELU,5306,Industri pengolahan,267
NUSA TENGGARA TIMUR,BELU,5306,Listrik dan gas,15
NUSA TENGGARA TIMUR,BELU,5306,Bangunan /konstruksi,900
NUSA TENGGARA TIMUR,BELU,5306,Perdagangan,689
NUSA TENGGARA TIMUR,BELU,5306,Hotel dan rumah makan,15
NUSA TENGGARA TIMUR,BELU,5306,Transportasi dan pergudangan,"1,253"
NUSA TENGGARA TIMUR,BELU,5306,Informasi & komunikasi,2
NUSA TENGGARA TIMUR,BELU,5306,Keuangan dan asuransi,4
NUSA TENGGARA TIMUR,BELU,5306,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",20
NUSA TENGGARA TIMUR,BELU,5306,Pemulung,411
NUSA TENGGARA TIMUR,BELU,5306,Lainnya,180
NUSA TENGGARA TIMUR,ALOR,5307,Pertanian tanaman padi & palawija,"13,404"
NUSA TENGGARA TIMUR,ALOR,5307,Hortikultura,746
NUSA TENGGARA TIMUR,ALOR,5307,Perkebunan,"5,023"
NUSA TENGGARA TIMUR,ALOR,5307,Perikanan Tangkap,"1,592"
NUSA TENGGARA TIMUR,ALOR,5307,Perikanan Budidaya,572
NUSA TENGGARA TIMUR,ALOR,5307,Peternakan,64
NUSA TENGGARA TIMUR,ALOR,5307,Kehutanan/ pertanian lainnya,265
NUSA TENGGARA TIMUR,ALOR,5307,Pertambangan /penggalian,268
NUSA TENGGARA TIMUR,ALOR,5307,Industri pengolahan,402
NUSA TENGGARA TIMUR,ALOR,5307,Listrik dan gas,13
NUSA TENGGARA TIMUR,ALOR,5307,Bangunan /konstruksi,539
NUSA TENGGARA TIMUR,ALOR,5307,Perdagangan,444
NUSA TENGGARA TIMUR,ALOR,5307,Hotel dan rumah makan,7
NUSA TENGGARA TIMUR,ALOR,5307,Transportasi dan pergudangan,644
NUSA TENGGARA TIMUR,ALOR,5307,Informasi & komunikasi,4
NUSA TENGGARA TIMUR,ALOR,5307,Keuangan dan asuransi,1
NUSA TENGGARA TIMUR,ALOR,5307,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",101
NUSA TENGGARA TIMUR,ALOR,5307,Pemulung,312
NUSA TENGGARA TIMUR,ALOR,5307,Lainnya,131
NUSA TENGGARA TIMUR,LEMBATA,5308,Pertanian tanaman padi & palawija,"9,208"
NUSA TENGGARA TIMUR,LEMBATA,5308,Hortikultura,63
NUSA TENGGARA TIMUR,LEMBATA,5308,Perkebunan,952
NUSA TENGGARA TIMUR,LEMBATA,5308,Perikanan Tangkap,821
NUSA TENGGARA TIMUR,LEMBATA,5308,Perikanan Budidaya,70
NUSA TENGGARA TIMUR,LEMBATA,5308,Peternakan,428
NUSA TENGGARA TIMUR,LEMBATA,5308,Kehutanan/ pertanian lainnya,141
NUSA TENGGARA TIMUR,LEMBATA,5308,Pertambangan /penggalian,74
NUSA TENGGARA TIMUR,LEMBATA,5308,Industri pengolahan,377
NUSA TENGGARA TIMUR,LEMBATA,5308,Listrik dan gas,9
NUSA TENGGARA TIMUR,LEMBATA,5308,Bangunan /konstruksi,390
NUSA TENGGARA TIMUR,LEMBATA,5308,Perdagangan,425
NUSA TENGGARA TIMUR,LEMBATA,5308,Hotel dan rumah makan,3
NUSA TENGGARA TIMUR,LEMBATA,5308,Transportasi dan pergudangan,384
NUSA TENGGARA TIMUR,LEMBATA,5308,Informasi & komunikasi,4
NUSA TENGGARA TIMUR,LEMBATA,5308,Keuangan dan asuransi,17
NUSA TENGGARA TIMUR,LEMBATA,5308,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",124
NUSA TENGGARA TIMUR,LEMBATA,5308,Pemulung,349
NUSA TENGGARA TIMUR,LEMBATA,5308,Lainnya,128
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Pertanian tanaman padi & palawija,"9,023"
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Hortikultura,211
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Perkebunan,"5,382"
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Perikanan Tangkap,"1,172"
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Perikanan Budidaya,40
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Peternakan,132
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Kehutanan/ pertanian lainnya,84
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Pertambangan /penggalian,53
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Industri pengolahan,959
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Listrik dan gas,11
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Bangunan /konstruksi,519
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Perdagangan,568
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Hotel dan rumah makan,1
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Transportasi dan pergudangan,602
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Informasi & komunikasi,0
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Keuangan dan asuransi,18
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",80
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Pemulung,615
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Lainnya,97
NUSA TENGGARA TIMUR,SIKKA,5310,Pertanian tanaman padi & palawija,"14,326"
NUSA TENGGARA TIMUR,SIKKA,5310,Hortikultura,634
NUSA TENGGARA TIMUR,SIKKA,5310,Perkebunan,"5,734"
NUSA TENGGARA TIMUR,SIKKA,5310,Perikanan Tangkap,"1,927"
NUSA TENGGARA TIMUR,SIKKA,5310,Perikanan Budidaya,6
NUSA TENGGARA TIMUR,SIKKA,5310,Peternakan,798
NUSA TENGGARA TIMUR,SIKKA,5310,Kehutanan/ pertanian lainnya,77
NUSA TENGGARA TIMUR,SIKKA,5310,Pertambangan /penggalian,182
NUSA TENGGARA TIMUR,SIKKA,5310,Industri pengolahan,"2,136"
NUSA TENGGARA TIMUR,SIKKA,5310,Listrik dan gas,12
NUSA TENGGARA TIMUR,SIKKA,5310,Bangunan /konstruksi,"1,244"
NUSA TENGGARA TIMUR,SIKKA,5310,Perdagangan,"1,115"
NUSA TENGGARA TIMUR,SIKKA,5310,Hotel dan rumah makan,43
NUSA TENGGARA TIMUR,SIKKA,5310,Transportasi dan pergudangan,"1,470"
NUSA TENGGARA TIMUR,SIKKA,5310,Informasi & komunikasi,1
NUSA TENGGARA TIMUR,SIKKA,5310,Keuangan dan asuransi,7
NUSA TENGGARA TIMUR,SIKKA,5310,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",58
NUSA TENGGARA TIMUR,SIKKA,5310,Pemulung,514
NUSA TENGGARA TIMUR,SIKKA,5310,Lainnya,165
NUSA TENGGARA TIMUR,ENDE,5311,Pertanian tanaman padi & palawija,"8,938"
NUSA TENGGARA TIMUR,ENDE,5311,Hortikultura,"1,198"
NUSA TENGGARA TIMUR,ENDE,5311,Perkebunan,"9,153"
NUSA TENGGARA TIMUR,ENDE,5311,Perikanan Tangkap,"1,167"
NUSA TENGGARA TIMUR,ENDE,5311,Perikanan Budidaya,5
NUSA TENGGARA TIMUR,ENDE,5311,Peternakan,99
NUSA TENGGARA TIMUR,ENDE,5311,Kehutanan/ pertanian lainnya,53
NUSA TENGGARA TIMUR,ENDE,5311,Pertambangan /penggalian,155
NUSA TENGGARA TIMUR,ENDE,5311,Industri pengolahan,"1,766"
NUSA TENGGARA TIMUR,ENDE,5311,Listrik dan gas,16
NUSA TENGGARA TIMUR,ENDE,5311,Bangunan /konstruksi,554
NUSA TENGGARA TIMUR,ENDE,5311,Perdagangan,579
NUSA TENGGARA TIMUR,ENDE,5311,Hotel dan rumah makan,8
NUSA TENGGARA TIMUR,ENDE,5311,Transportasi dan pergudangan,698
NUSA TENGGARA TIMUR,ENDE,5311,Informasi & komunikasi,0
NUSA TENGGARA TIMUR,ENDE,5311,Keuangan dan asuransi,2
